.row,.pred,key
1,5.503297752431456,var
2,6.614569499956592,var
3,5.163258186033957,var
4,4.666653403862424,var
5,4.669338107725166,var
6,5.173822990448197,var
7,3.665984834171439,var
8,3.626788596197467,var
9,3.462042740788191,var
