.pred,.row,key
5.1356953086710035,1,sarima
5.5069407737739855,2,sarima
5.143983747014381,3,sarima
4.568865453571367,4,sarima
4.6523347291256565,5,sarima
3.811206312159314,6,sarima
3.875127681774938,7,sarima
3.4074422758906096,8,sarima
3.139484320271941,9,sarima
2.467906006126573,10,sarima
2.0553734314195156,11,sarima
2.349390052809671,12,sarima
