.pred,.row,ipc
5.343978419104423,193,5.24
5.971424713756651,194,6
5.772144027757648,195,5.84
5.4544476095841326,196,5.2
NA,197,5.17
NA,198,3.91
4.376205753900309,199,3.82
4.20944252897271,200,3.62
4.2382045566442095,201,3.67
3.6052379942199204,202,2.96
3.7786801191550783,203,2.89
4.29097517895996,204,3.07
