ipc,.pred
5.2,5.756648987502704
5.17,5.885681359963676
3.91,4.8519638289132265
3.82,5.6257920277980675
3.62,6.00747431325993
3.67,5.616241464791376
2.96,5.106939656775207
2.89,5.545292210486651
3.07,5.486535873245106
