.pred,.row,key
4.1,1,snaïve
4.46,2,snaïve
4.17,3,snaïve
4.75,4,snaïve
4.54,5,snaïve
4.8,6,snaïve
4.37,7,snaïve
3.01,8,snaïve
1.8,9,snaïve
2.17,10,snaïve
2.92,11,snaïve
3.41,12,snaïve
4.1,13,snaïve
4.46,14,snaïve
4.17,15,snaïve
4.75,16,snaïve
4.54,17,snaïve
4.8,18,snaïve
4.37,19,snaïve
3.01,20,snaïve
1.8,21,snaïve
2.17,22,snaïve
2.92,23,snaïve
3.41,24,snaïve
