.pred,.row,ipc
4.2625,196,5.2
4.2425,197,5.17
4.82375,198,3.91
4.3575,199,3.82
4.1899999999999995,200,3.62
4.2325,201,3.67
3.7775,202,2.96
3.69375,203,2.89
3.77875,204,3.07
