.pred,.row,ipc
3.89125,193,5.24
3.6825,194,6
3.925,195,5.84
3.8125,196,5.2
3.735,197,5.17
4.64,198,3.91
4.04,199,3.82
4.005,200,3.62
4.2325,201,3.67
3.7775,202,2.96
3.69375,203,2.89
3.77875,204,3.07
