.pred,.row,key
1.78,1,snaïve
1.24,2,snaïve
1.77,3,snaïve
1.88,4,snaïve
1.8,5,snaïve
2.39,6,snaïve
2.88,7,snaïve
4.19,8,snaïve
4.97,9,snaïve
5.34,10,snaïve
5.46,11,snaïve
4.82,12,snaïve
