ipc,.pred
5.24,4.636915403637226
6,4.912620352959227
5.84,4.375110286494789
5.2,4.307089754143299
5.17,4.455683376575165
3.91,3.952828702316597
3.82,4.144523698758126
3.62,4.327989335536534
3.67,3.7355149758402293
2.96,3.8854084491341814
2.89,4.278145944076499
3.07,4.457809314485643
