.pred,.row,ipc
5.448995710476994,196,5.2
NA,197,5.17
NA,198,3.91
4.370812127222476,199,3.82
4.195915260385775,200,3.62
4.226081610124018,201,3.67
3.584922080087953,202,2.96
3.7564136084877484,203,2.89
4.259952650121455,204,3.07
