.pred,.row,key
5.931772194643893,1,HW
6.26284451255813,2,HW
6.767843004394274,3,HW
6.814320008578024,4,HW
6.820380394052637,5,HW
6.827904936263234,6,HW
7.176749480129277,7,HW
7.270281551409688,8,HW
7.009661297576956,9,HW
