fecha,base_monetaria_amplia,base_monetaria_restringida,pasivos_por_encaje_legal_en_me,otros_depositos_a_corto_plazo,otros_valores_a_corto_plazo,credito_total,credito_en_mn,credito_en_me,depositos_totales,depositos_en_mn,depositos_en_me,agregado_monetario_m1,billetes_y_monedas_en_poder_del_publico,depositos_transferibles_en_mn,agregado_monetario_m3,agregado_monetario_m2,cuasidinero_en_me,titulos_emitidos_por_el_banco_central_total,titulos_emitidos_por_el_banco_central_en_mn,titulos_emitidos_por_el_banco_central_en_me,cafe_valor_exportado,cafe_volumen_exportado,cafe_precio_promedio_de_exportacion,banano_valor_exportado,banano_volumen_exportado,banano_precio_promedio_de_exportacion,azucar_valor_exportado,azucar_volumen_exportado,azucar_precio_promedio_de_exportacion,exportaciones_totales,exportaciones_de_bienes_para_la_elaboracion,exportaciones_de_mercancias_generales,hidrocarburos_valor_importado,hidrocarburos_volumen_importado,hidrocarburos_precio_promedio_de_importacion,importaciones_totales,importaciones_de_bienes_para_la_elaboracion,importaciones_de_mercancias_generales,remesas_ingreso,remesas_egreso,remesas_neto,remesas_ingreso_acumulado,remesas_egreso_acumulado,remesas_neto_acumulado,rin_del_banco_central,mercado_primario,mercado_secundario_total,mercado_de_reportos,expectativas_de_inflacion,ipc_general,ipc_variacion_mensual,ipc_variacion_interanual,ipc_variacion_acumulada_con_diciembre_anterior,isi,isi_variacion_interanual,isi_variacion_acumulada,deuda_externa,deuda_externa_gc,deuda_interna_bruta,deuda_interna_gc,deuda_interna_bc,ingresos_totales_gc,gastos_totales_gc,encaje_efectivo_en_mn,tasa_de_politica_monetaria,tasa_de_interes_activa_nominal_en_mn,tasa_de_interes_pasiva_nominal_en_mn,tasa_de_interes_activa_real_en_mn,tasa_de_interes_pasiva_real_en_mn,itcer_con_usa,itcer_global,itcer_con_la_region_capard,itcer_con_el_resto_del_mundo,itcer_con_usa_variacion_interanual,itcer_global_variacion_interanual,itcer_con_la_region_capard_variacion_interanual,itcer_con_el_resto_del_mundo_variacion_interanual,itcer_con_usa_variacion_con_el_ano_base,itcer_global_variacion_con_el_ano_base,itcer_con_la_region_capard_variacion_con_el_ano_base,itcer_con_el_resto_del_mundo_variacion_con_el_ano_base,tipo_de_cambio_de_compra_promedio_del_mes,tipo_de_cambio_de_venta_promedio_del_mes,tipo_de_cambio_de_compra_fin_de_mes,tipo_de_cambio_de_venta_fin_de_mes,imae,imae_variacion_interanual,imae_variacion_acumulada
2019-04-01,86020,66425,5757,61,13518,326505,226669,99837,250574,187801,62773,98126,37573,60552.71,297140,232682,64458,42160,41456,704,82.12,565.84,145.13,66.45,193.46,343.48,71.52,203310.22,0.35,918.3,248,670.3,235.79,2792.56,84.44,1622.4,179.2,1443.2,865.2,1.4,863.8,3070.5,5.2,3065.3,12845.9,53279.95,23809.23,23393.56,4.32,139.95,0.6,4.75,2.06,132.27,2.98,0.58,8078.57,8029.6,125773.58,86620.88,39152.7,6505.2,7288.72,14.65,2.75,12.75,5.01,7.63,0.25,53.88,54.24,58.98,52.85,0.41,-2.08,-1.76,-2.11,-46.12,-45.76,-41.02,-47.15,7.62,7.66,7.63,7.68,124,3.69,3.75
2019-05-01,85126,67492,5755,63,11555,326781,225912,100869,250786,188314,62472,97470,37380,60090.26,297281,233117,64164,40405,39686,719,97.5,676.09,144.21,65.61,190.78,343.89,55.78,160520.33,0.35,948.2,251.4,696.8,192.56,2342.61,82.2,1775.2,201,1574.2,974.5,1.1,973.4,4045,6.3,4038.7,14070.1,32563.22,30300.67,30042.65,4.42,140.32,0.26,4.54,2.33,132.43,3,0.71,9263.17,9214.06,126401.37,87425.37,38976,4965.35,5886.55,14.64,2.75,12.74,5.1,7.85,0.54,54.05,54.15,59.27,52.66,0.31,-1.24,-1.16,-1.19,-45.95,-45.85,-40.73,-47.34,7.65,7.69,7.7,7.74,123.77,4.13,3.82
2019-06-01,87961,69737,5683,63,12220,327470,226599,100870,251656,190185,61471,98151,37799,60351.91,298712,235516,63197,40963,40239,724,88.78,623.08,142.48,59.04,171.57,344.11,60.31,173006.24,0.35,952.3,260.1,692.2,189.37,2562.65,73.9,1525.3,148.4,1376.9,882,1.1,880.9,4927,7.4,4919.6,14279.8,68894.5,22736.51,22363.86,4.4,141.48,0.83,4.8,3.17,132.96,3.05,1.11,9251.46,9204.51,129208.38,87593.28,41615.1,4548.95,6765.62,14.68,2.75,12.75,5.08,7.59,0.27,53.84,53.93,59.04,52.44,-0.23,-1.03,-1.49,-0.81,-46.16,-46.07,-40.96,-47.56,7.68,7.72,7.69,7.72,120.01,3.33,3.74
2019-07-01,88628,69055,5079,53,14190,330837,230300,100537,253329,191499,61830,98692,38588,60104.67,301208,237588,63619,43992,43268,724,70.51,528.94,133.3,73.71,214.99,342.84,46.68,133769.39,0.35,918.1,227,691.1,177.02,2268.69,78.03,1704,169.2,1534.8,947.8,1.2,946.6,5874.8,8.6,5866.2,14386.4,59588.56,24277.82,24276.93,4.57,141.4,-0.06,4.37,3.11,133.49,3.15,1.51,9215.04,9168.26,128933.12,87920.82,41012.3,7334.97,6992.92,14.66,2.75,12.77,5.03,8.05,0.63,53.76,53.98,59.1,52.49,0.02,-0.84,-1.07,-0.68,-46.24,-46.02,-40.9,-47.51,7.66,7.69,7.66,7.7,122.5,3.79,3.75
2019-08-01,89884,69070,6451,54,14052,332042,231182,100860,255526,193113,62413,99461,38798,60663.5,303752,239558,64194,45029,44290,739,54.45,391.6,139.04,77.83,225.84,344.65,65.64,196369.05,0.33,958.1,226.9,731.2,182.83,2522.76,72.47,1737.2,194.8,1542.4,980.6,1,979.6,6855.4,9.6,6845.8,14700.1,21495.6,32081.93,31589.19,4.6,140.18,-0.86,3.01,2.22,133.59,3.1,1.58,9177,9131.1,132640.68,87908.68,44732,4780.6,6656.64,14.67,2.75,12.79,5,9.49,1.93,54.21,54.03,59.6,52.42,0.91,-0.55,-0.19,-0.58,-45.79,-45.97,-40.4,-47.58,7.65,7.69,7.66,7.7,121.6,3.33,3.7
2019-09-01,89652,68986,5910,54,14438,334823,233602,101221,258158,194808,63350,100012,39272,60740.29,306858,241739,65119,46620,45859,761,37.38,282.57,132.29,75.23,215.72,348.73,45.41,134971.52,0.34,876.9,214.2,662.7,144.5,1998.25,72.31,1578.5,161.2,1417.3,892.3,1.3,891,7747.7,10.9,7736.8,14516,49886.62,15278.46,15137.76,4.33,139.36,-0.58,1.8,1.63,133.64,2.95,1.63,9139.31,9093.88,132064.32,87470.02,44594.3,4565.13,6487.66,14.65,2.75,12.78,4.99,10.78,3.13,54.85,54.58,59.99,53.01,0.48,-1.04,-0.7,-1.06,-45.15,-45.42,-40.01,-46.99,7.69,7.73,7.72,7.77,120.29,4.43,3.78
2019-10-01,90479,72015,5587,54,12558,334914,234532,100382,258127,195494,62633,100495,40124,60370.33,307871,243413,64459,45946,45178,768,13.92,112.06,124.26,79.15,227.49,347.94,63.88,177204.97,0.36,875.8,226.2,649.6,200.3,2662.52,75.23,1868.7,194.8,1673.9,1000,1.4,998.6,8747.7,12.3,8735.4,14631,36162.4,21123.01,20518.81,4.18,140.33,0.7,2.17,2.33,134.34,3.01,2.16,9125.33,9079.79,131862.39,87210.19,44652.2,7462.02,6929.2,14.67,2.75,12.7,4.96,10.31,2.73,54.93,54.76,59.87,53.27,0,-1.04,-1.23,-0.91,-45.07,-45.24,-40.13,-46.73,7.74,7.77,7.68,7.73,122.31,3.68,3.77
2019-11-01,91210,71631,5495,54,13770,337682,237558,100124,261493,197933,63560,103241,40983,62257.47,312079,246645,65434,47734,46963,771,10.76,87.23,123.32,58.75,165.2,355.61,40.85,119979.81,0.34,916.8,229.3,687.5,203.61,2769.09,73.53,1753.9,149.4,1604.5,819.9,1.3,818.6,9567.6,13.6,9554,14604.1,16518.52,35759.82,35604.73,4.05,140.95,0.44,2.92,2.79,135.06,3.08,2.7,9113.67,9068.29,134013.2,87211.3,46801.9,4927.64,6662.34,14.69,2.75,12.67,4.95,9.47,1.97,54.28,54.29,59.38,52.8,-0.77,-0.82,-1.34,-0.58,-45.72,-45.71,-40.62,-47.2,7.68,7.72,7.68,7.73,126.81,4.62,3.85
2019-12-01,98100,79231,6641,49,11922,336386,237477,98908,266426,203378,63048,110144,43914,66229.79,318967,254612,64355,44670,43893,777,21.94,170.84,128.44,60.2,172.63,348.7,73.33,232766.31,0.32,990.5,219.8,770.7,169.41,2316.65,73.13,1544.6,167.6,1377,940.8,1.1,939.7,10508.4,14.7,10493.7,14789,49325.43,25119.5,24867.68,3.89,141.8,0.6,3.41,3.41,135.61,3.12,3.12,9105.81,9063.37,131077.4,87312.2,43765.2,5415.52,9666.32,14.87,2.75,12.64,4.91,8.93,1.45,53.8,54.02,59.15,52.52,-1.64,-1.62,-2.09,-1.39,-46.2,-45.98,-40.85,-47.48,7.67,7.7,7.69,7.71,130.5,4.08,3.87
2020-01-01,96864,75671,5620,49,15264,341040,242095,98945,266661,202585,64076,107295,42752,64543,318666,252971,65694,49085,48298,787,50.68,350.5,144.6,64.91,187.9,345.45,60.85,184806.6,0.33,1009.8,239.4,770.4,181.49,2337.7,77.64,1736.3,184.1,1552.2,834.6,1.4,833.2,834.6,1.4,833.2,14895.4,45440.53,13308.3,13197.18,4.07,141.46,-0.24,1.78,-0.24,134.64,2.56,-0.71,9105.51,9062.31,137338.26,87165.56,50172.7,6917.24,5473.68,14.66,2.75,12.65,4.87,10.68,3.03,54.15,54.72,59.31,53,0.16,0.32,-0.05,-0.27,-45.85,-45.28,-40.69,-47,7.67,7.71,7.64,7.69,127.36,4.58,4.58
2020-02-01,96582,76017,5946,39,14316,342648,242896,99753,267816,203730,64086,108119,42977,65141,320163,254422,65741,49227,48644,583,67.05,452.4,148.2,73.08,210.9,346.49,58.4,165152.4,0.35,1031.8,230.5,801.3,188.59,2814.6,67.01,1533.3,168.2,1365.1,808,0.9,807.1,1642.6,2.3,1640.3,15203.2,36726.78,18564.15,18548.72,3.92,140.89,-0.4,1.24,-0.64,134.77,2.41,-0.62,9040.42,8998.25,140645.66,88225.76,52419.9,4577.29,5101.34,14.68,2.75,12.68,4.84,11.3,3.56,54.21,54.54,59.2,52.8,-0.04,-0.31,-0.19,-1.04,-45.79,-45.46,-40.8,-47.2,7.63,7.67,7.65,7.71,125.48,2.55,3.56
2020-03-01,96459,76647,6918,39,12584,348000,244559,103441,274816,205904,68913,110845,44322,66523,328400,257883,70517,46993,46722,271,74.31,477.2,155.73,82.96,238.4,348,81.12,233185.6,0.35,1003.6,197.1,806.5,140.61,2745.7,51.21,1469,172.5,1296.5,746.8,0.7,746.1,2389.4,3,2386.4,15337.7,51156.3,22180.24,21792.32,3.86,141.57,0.48,1.77,-0.16,135.33,2.45,-0.21,9003.72,8961.58,135129.72,90033.32,45096.4,4014.3,6320.89,14.74,2,12.64,4.82,10.68,3,54.13,53.39,59.2,51.36,-0.21,-2.25,-0.19,-3.53,-45.87,-46.61,-40.8,-48.64,7.67,7.71,7.66,7.72,121.47,-3.53,1.15
2020-04-01,99258,80779,8039,39,10099,344139,242171,101968,276248,205570,70678,110719,45142,65577,330805,258420,72384,45259,44957,302,105.6,667.3,158.25,66.94,192.4,347.91,87.78,256983.5,0.34,827,128.5,698.5,48.95,1498.5,32.66,1362.8,180.5,1182.3,690.8,1,689.8,3080.2,4,3076.2,16549.4,16177.49,39619.11,35917.11,3.55,142.58,0.71,1.88,0.55,135.38,2.35,-0.17,10477.72,10435.81,137444.77,93482.77,43962,7218.79,6420.95,14.82,2,12.62,4.74,10.54,2.81,53.53,52.18,58.7,49.98,-0.67,-3.79,-0.47,-5.43,-46.47,-47.82,-41.3,-50.02,7.69,7.73,7.69,7.73,112.92,-8.94,-1.38
2020-05-01,102555,80723,6726,39,14759,350368,248416,101952,281233,209318,71916,114395,46533,67862,337151,263491,73660,49843,49535,308,90.9,553.7,164.17,64.12,184.9,346.78,76.29,235794.2,0.32,882.2,195.8,686.4,75.27,1962.3,38.36,1294.2,146.3,1147.9,836.8,1,835.8,3917,5,3912,16708.1,32478.4,18430.26,17982.06,3.78,142.85,0.19,1.8,0.74,135.45,2.28,-0.12,10462.27,10420.29,144829.55,93650.85,51178.7,3756.19,7611.77,14.82,2,12.66,4.73,10.66,2.88,53.35,52.1,58.4,49.96,-1.31,-3.78,-1.47,-5.12,-46.65,-47.9,-41.6,-50.04,7.68,7.71,7.67,7.7,111.27,-10.1,-3.13
2020-06-01,103844,82292,6464,39,14741,356657,254556,102100,286324,214889,71435,118381,47049,71332,342706,269571,73135,48478,48170,308,78.94,506.3,155.91,61.64,177.4,347.47,30.79,84067.7,0.37,763.3,187.2,576.1,93.06,1973.4,47.16,1296.2,143.5,1152.7,963.3,1.5,961.8,4880.3,6.5,4873.8,16991.8,92888.26,11597.71,11421.05,3.5,144.86,1.41,2.39,2.16,135.79,2.13,0.14,10448.61,10409.9,148302.46,100852.86,47449.6,3862.86,8817.08,14.92,1.75,12.65,4.68,10.02,2.24,52.91,52.1,57.68,50.14,-1.73,-3.4,-2.31,-4.38,-47.09,-47.9,-42.32,-49.86,7.68,7.71,7.69,7.72,110.9,-7.6,-3.85
2020-07-01,105190,84929,6709,39,13203,357371,256056,101315,289578,217518,72059,120471,49183,71288,348247,274433,73815,47259,46949,310,65.3,399.3,163.53,72.81,210.5,345.89,27.44,76229.6,0.36,909.6,221.5,688.1,84.61,1685.9,50.19,1441.6,147.2,1294.4,1078.7,1,1077.7,5959,7.5,5951.5,17398.1,102168.9,11069.94,10812.86,3.49,145.47,0.42,2.88,2.59,136.2,2.03,0.44,10423.2,10384.1,154844.36,105591.86,49252.5,6395.61,8132.72,14.7,1.75,12.46,4.6,9.31,1.67,52.94,52.14,57.45,50.26,-1.53,-3.4,-2.79,-4.24,-47.06,-47.86,-42.55,-49.74,7.68,7.71,7.69,7.73,117.3,-4.24,-3.91
2020-08-01,110981,82820,7016,24,20808,363514,262998,100516,295561,222705,72856,124117,49842,74275,354785,280331,74455,55714,55402,312,41.95,255.7,164.06,72.81,215,338.67,24.55,63191.6,0.39,898.3,235.2,663.1,105.21,2052.5,51.26,1443.8,183,1260.8,1050.2,1.2,1049,7009.2,8.7,7000.5,17623,101579.05,10004.47,9559.59,3.61,146.05,0.4,4.19,3,136.34,2.06,0.54,10389.4,10350.2,159545.19,105849.29,53695.9,4259.17,8490.33,14.7,1.75,12.48,4.56,7.96,0.36,52.96,52.27,57.03,50.53,-2.3,-3.27,-4.3,-3.6,-47.04,-47.73,-42.97,-49.47,7.69,7.72,7.71,7.76,120.29,-1.07,-3.56
2020-09-01,115809,84658,6737,24,24079,365486,265763,99723,299099,226902,72197,126920,50819,76101,359131,285483,73648,58790,58480,310,34.68,209.6,165.45,78.03,234.4,332.91,23.26,65510.2,0.36,894.2,232.2,662,91,1771.6,51.36,1495,155.8,1339.2,1051.3,1.1,1050.2,8060.5,9.8,8050.7,17611.2,198433.32,8847.02,8814.88,3.81,146.28,0.16,4.97,3.16,136.45,2.1,0.62,10346.33,10307.56,161504.4,107911.4,53593,4534.01,8624.12,14.68,1.75,12.48,4.51,7.16,-0.43,53.32,52.85,57.29,51.19,-2.78,-3.18,-4.5,-3.44,-46.68,-47.15,-42.71,-48.81,7.74,7.78,7.77,7.8,121.52,1.02,-3.06
2020-10-01,115049,88344,7348,24,19016,371283,268226,103057,303782,229344,74438,128703,51323,77380,364398,288474,75924,58792,58475,317,15.67,103.2,151.87,66.85,198.7,336.45,24.85,70989.8,0.35,912.9,251.7,661.2,134.31,2668.9,50.32,1670.9,190.3,1480.6,1133,1.8,1131.2,9193.5,11.6,9181.9,18314.8,122774.56,11216.92,10715.12,4.19,147.83,1.06,5.34,4.25,137.31,2.21,1.26,10416.26,10377.46,170518.3,108426.5,62091.8,7871.79,7836.64,14.7,1.75,12.33,4.46,6.63,-0.84,52.93,52.61,56.93,50.99,-3.64,-3.93,-4.92,-4.29,-47.07,-47.39,-43.07,-49.01,7.76,7.8,7.77,7.83,125.8,2.86,-2.47
2020-11-01,114700,87673,6696,24,19984,374192,271422,102770,307612,232251,75361,130815,52227,78588,369194,292335,76858,61510,61186,324,8.15,55.9,145.8,55.23,159,347.36,7.94,20380.7,0.39,884.3,222.8,661.5,145.73,2836.4,51.38,1682.9,170.8,1512.1,983.4,1.9,981.5,10176.9,13.5,10163.4,18249.4,49105.94,10653.7,10512.82,4.49,148.65,0.55,5.46,4.83,138.11,2.26,1.84,10410.41,10371.44,167602.1,108848.9,58753.2,5009.6,8197.71,14.67,1.75,12.32,4.42,6.5,-0.99,52.64,52.75,56.76,51.2,-3.02,-2.84,-4.41,-3.02,-47.36,-47.25,-43.24,-48.8,7.77,7.81,7.79,7.85,128.89,1.64,-2.08
2020-12-01,125561,103294,8383,24,13541,366391,265125,101267,311160,237744,73416,137937,56108,81829,376591,301591,75000,52175,51857,318,17.34,118.4,146.44,53.68,156.3,343.46,73.55,201530.1,0.36,1084.3,252.2,832.1,162.18,2790,58.13,1780.6,183.5,1597.1,1163.6,1.3,1162.3,11340.5,14.8,11325.7,18468.2,71872.71,10448.42,10268.96,4.49,148.64,-0.01,4.82,4.82,138.77,2.33,2.33,10449.77,10413.94,159014,107743.9,51270.1,5582.1,12501.76,14.88,1.75,12.33,4.35,7.16,-0.45,52.78,53.45,57.21,51.97,-1.89,-1.05,-3.28,-1.06,-47.22,-46.55,-42.79,-48.03,7.78,7.82,7.78,7.82,136.13,4.32,-1.52
2021-01-01,122668.01,93238.24,6818.87,24.2,22265,375141.31,274781.22,100360.09,312372.15,237140.53,75231.62,135905,54927,80979,376800,299988,76811.97,61834.3,61512.6,321.7,40.44,273.5,147.85,64.35,163.1,394.57,84.1,225711.8,0.37,1004,222.6,781.4,185.52,2933.7,63.24,1703.3,175.6,1527.7,906.8,1.3,905.5,906.8,1.3,905.5,18253.3,67558.51,8883.89,8853.18,4.33,148.87,0.15,5.24,0.15,138.26,2.69,-0.37,10411.52,10375.81,171887.52,107605.22,64282.3,7186.6,5677.25,14.76,1.75,12.34,4.32,6.75,-0.87,52.84,52.96,57.38,51.37,-2.42,-3.23,-3.26,-3.09,-47.16,-47.04,-42.62,-48.63,7.77,7.81,7.76,7.82,129.41,1.61,1.61
2021-02-01,122612.44,91909.63,7471.28,24.2,22879.9,377120.3,278362.16,98758.14,314042.68,238095.72,75946.96,135804,54657,81147,378211,300720,77491.2,64096.32,63768.89,327.43,62.15,373.8,166.26,64.09,182.2,351.75,63.27,178660.8,0.35,1030.9,224.5,806.4,157.89,2299.4,68.67,1759.9,185.7,1574.2,942.9,0.9,942,1849.7,2.2,1847.5,18374.4,21830.12,11693.3,11518.47,4.56,149.34,0.32,6,0.47,138.42,2.71,-0.25,10365.87,10330.22,171023.24,107261.94,63761.3,5030.59,5545.69,14.71,1.75,12.32,4.29,5.96,-1.61,52.63,52.58,57.09,50.96,-2.9,-3.6,-3.57,-3.49,-47.37,-47.42,-42.91,-49.04,7.72,7.76,7.68,7.73,129.02,2.82,2.21
2021-03-01,117781.24,94754.07,7875.22,24.2,14784.5,378069.26,279160.33,98908.93,316714.44,239765.51,76948.93,137218,55806,81412,382055,303565,78489.93,56791.96,56448.7,343.26,98.93,577.4,171.34,81.49,227.1,358.81,83.32,220290.7,0.38,1250.6,281.5,969.1,273.87,3388,80.84,2151.5,207.6,1943.9,1285.6,1.4,1284.2,3135.3,3.6,3131.7,18699.8,65571,23359.39,22715.68,4.6,149.84,0.33,5.84,0.81,139.1,2.79,0.24,10327.19,10292.18,169151.43,113394.23,55757.2,6642.69,6002.76,14.72,1.75,12.32,4.25,6.12,-1.5,52.69,52.25,57.05,50.54,-2.66,-2.13,-3.64,-1.6,-47.31,-47.75,-42.95,-49.46,7.7,7.74,7.69,7.73,133.37,9.8,4.68
2021-04-01,117286.21,95051.66,8293.09,24.2,13565,380571.27,281041.24,99530.03,319084.7,241317.34,77767.36,137107,55140,81966,383693,304403,79289.6,56304.77,55952.52,352.25,97.24,541.5,179.57,63.49,176.3,360.12,35.07,85426.8,0.41,1049.9,253,796.9,193.33,2433.1,79.46,2079.3,263.9,1815.4,1231.7,1,1230.7,4367,4.6,4362.4,18812.2,22511.47,28494.89,28487.89,4.54,150,0.11,5.2,0.91,139.23,2.84,0.33,10308.75,10273.51,176275.26,115141.56,61133.7,8101.22,8728.4,14.72,1.75,12.28,4.22,6.73,-0.94,53.04,52.62,57.16,50.96,-0.9,0.85,-2.63,1.97,-46.96,-47.38,-42.84,-49.04,7.7,7.73,7.7,7.73,129.8,14.95,7.06
2021-05-01,117255.77,90532.04,7694.47,6.2,18665,387787.58,287873.63,99913.95,321814.73,242894.88,78919.85,137804,55605,82199,387090,306602,80488.17,61385.53,61027.47,358.06,132.16,721.6,183.15,58.27,162.5,358.57,50.76,138101.1,0.37,1088,246,842,236.44,2818.6,83.89,2159.9,241.1,1918.8,1236.7,1.1,1235.6,5603.7,5.7,5598,18929.7,16807.48,31499.67,31493.71,4.54,150.24,0.16,5.17,1.08,139.36,2.89,0.42,10287.19,10251.91,172638.41,115835.61,56802.8,5409.77,6951.82,14.7,1.75,12.25,4.19,6.73,-0.93,53.37,52.93,57.08,51.38,0.04,1.59,-2.26,2.85,-46.63,-47.07,-42.92,-48.62,7.7,7.73,7.69,7.75,129.31,16.21,8.76
2021-06-01,114214.85,94858.83,6977.08,9.2,12011.49,386331.2,285846.31,100484.88,323527.42,245105.32,78422.1,139097,55542,83555,388885,308846,80038.82,53691.51,53333.25,358.26,124.74,657.3,189.78,64.02,179.2,357.23,25.87,63537.4,0.41,1136.2,251.6,884.6,230.51,2654.4,86.84,2154.8,269.9,1884.9,1362.5,1.6,1360.9,6966.2,7.3,6958.9,18748.8,27895.32,40111.41,39708.91,4.28,150.52,0.19,3.91,1.26,139.94,3.05,0.84,10274.33,10242.49,169344.74,119648.64,49696.1,5657.03,6994.24,14.72,1.75,12.24,4.15,8.02,0.23,53.93,53.27,57.39,51.72,1.93,2.25,-0.51,3.14,-46.07,-46.73,-42.61,-48.28,7.72,7.76,7.73,7.76,126.87,14.4,9.64
2021-07-01,117925.76,96065.17,8496.92,12.2,12991,391364.75,289725.66,101639.09,326038.84,246132.38,79906.46,139965,56788,83177,392717,311169,81547.47,54617.76,54257.29,360.47,121.39,609.7,199.09,68.68,193.2,355.49,30.71,76748.3,0.4,1193.9,296.1,897.8,227.79,2532.8,89.93,2289.4,243.4,2046,1354.3,1.2,1353.1,8320.5,8.5,8312,19167.1,37883.65,45823.94,45793.14,4.3,151.02,0.33,3.82,1.6,140.41,3.09,1.18,10249.66,10217.81,177796.52,120486.02,57310.5,9215.93,8696.1,14.7,1.75,12.14,4.09,8.02,0.26,54.06,53.19,57.55,51.56,2.12,2,0.17,2.59,-45.94,-46.81,-42.45,-48.44,7.73,7.76,7.72,7.77,130.73,11.45,9.9
2021-08-01,116583.25,96066.22,7168.44,12.2,12971,392791.66,291308.37,101483.29,326346.56,247574.31,78772.25,140070,57052,83018,393327,312934,80393.13,55536.55,55171.16,365.39,89.63,437.5,204.87,82.15,235.2,349.26,28.5,76542.8,0.37,1132.2,293.3,838.9,231,2560.3,90.23,2317.4,259.4,2058,1388.6,1.4,1387.2,9709.1,9.9,9699.2,19810.4,18863.86,45218.53,45212.96,4.22,151.33,0.21,3.62,1.81,140.68,3.18,1.37,10205.96,10174.13,174578.95,120433.55,54145.4,5629.91,6972.46,14.7,1.75,12.14,4.07,8.23,0.44,54.01,53.07,57.5,51.43,1.99,1.54,0.81,1.78,-45.99,-46.93,-42.5,-48.57,7.72,7.75,7.72,7.74,130.02,8.08,9.67
2021-09-01,118161.14,97104.27,8261.12,14.2,12416.5,393359.46,293248.1,100111.36,326517.92,248935.44,77582.48,140705,57284,83421,393753,314519,79234.09,57503.62,57138.56,365.06,78.78,390.2,201.89,85.94,241.7,355.57,16.35,39291.4,0.42,1187.1,285.8,901.3,224.14,2472.7,90.65,2276,248.9,2027.1,1299.3,1.4,1297.9,11008.4,11.3,10997.1,19827.2,47607.29,36957.76,36886.22,4.21,151.65,0.21,3.67,2.03,140.95,3.3,1.57,10176.16,10144.8,174399.8,118165.21,56234.6,5579.72,6602.16,14.68,1.75,12.16,4.04,8.19,0.36,54,53.09,57.36,51.48,1.28,0.46,0.12,0.57,-46,-46.91,-42.64,-48.52,7.71,7.75,7.7,7.76,129.23,6.34,9.29
2021-10-01,116864.85,100186.4,7759.13,15.2,8539,396280.93,294764.86,101516.07,324415.15,249009.58,75405.57,141862,58695,83167,393255,316130,77124.96,55033.4,54668.27,365.13,32.54,170.6,190.74,67.85,191.4,354.51,13.59,31710.5,0.43,1107.5,292.3,815.2,275.21,2783.5,98.87,2507.5,312,2195.5,1418.5,1.6,1416.9,12426.9,12.9,12414,20663.2,45743.75,23803.83,23786.6,4.22,152.2,0.36,2.96,2.4,141.67,3.17,2.09,11118.69,11087.36,178200.43,118947.23,59253.2,9468.59,6511.46,14.73,1.75,12.13,4.03,8.91,1.04,54.26,53.08,57.39,51.45,2.51,0.9,0.82,0.91,-45.74,-46.92,-42.61,-48.55,7.71,7.75,7.72,7.75,131.39,4.44,8.78
