fecha,tipo_de_cambio_de_compra_promedio_del_mes,tipo_de_cambio_de_venta_promedio_del_mes,ipc_variacion_interanual,cafe_valor_exportado,banano_valor_exportado,azucar_valor_exportado,deuda_total_pib,deuda_interna_bruta_pib,deuda_externa_pib,tasa_de_interes_activa_nominal_en_mn,tasa_de_interes_pasiva_nominal_en_mn,tasa_de_interes_activa_real_en_mn,tasa_de_interes_pasiva_real_en_mn,itcer_con_usa_variacion_interanual,itcer_global_variacion_interanual,itcer_con_la_region_capard_variacion_interanual,itcer_con_el_resto_del_mundo_variacion_interanual,imae_variacion_interanual,imae_variacion_interanual_2,base_monetaria_amplia,base_monetaria_restringida,agregado_monetario_m2,agregado_monetario_m1,exportaciones_totales,tasa_de_politica_monetaria,hidrocarburos_valor_importado
2007-01-01,7.67,7.69,6.22,1.3633476336174954,67.29741142893499,-4.595072324993321,19.91,13.28,11.28,12.96,4.85,6.34,-1.29,-3.18,-1.78,-0.37,-2.19,6.17,6.95,0.6997038915233844,10.755873997169196,9.055380110134692,11.542564548426348,16.660306610529485,5,-5.341505817570269
2007-02-01,7.69,7.71,6.62,19.75639896535908,10.323962408868859,133.62935848162914,19.57,12.96,11.29,12.98,4.92,5.96,-1.6,-2.84,-1.54,-0.52,-1.84,7.08,6.79,9.44084174694968,16.980906739255808,14.402001437499834,18.47509687327733,27.274501143443164,5,22.959642727689022
2007-03-01,7.68,7.7,7.02,45.823748874036994,81.84573715253917,-10.559250730716707,20.34,13.23,11.82,12.89,4.92,5.48,-1.97,-3.03,-1.57,-0.61,-1.85,5.5,6.79,8.710929620635355,19.658233364391187,13.883777137577269,19.13833499983042,19.85235313702347,5.25,1.8773114507924404
2007-04-01,7.65,7.67,6.4,37.9515548254989,-12.2449564045505,178.97372238472872,20.4,13.2,11.88,12.81,4.91,6.02,-1.4,-2.73,-0.86,-0.22,-1.05,7.2,6.9,11.459226674920764,20.214565342043045,12.7939618764211,18.89163427640632,29.89673796267107,5.5,-20.3109183144357
2007-05-01,7.63,7.65,5.47,94.12701096672419,68.73871646346181,680.1653748099591,20.35,13.29,11.85,12.76,4.91,6.92,-0.53,-1.87,-0.09,0.44,-0.26,7.17,6.87,11.37703301989319,15.022690797692917,11.722432903985336,17.409900523843724,33.894952938276916,5.5,16.70236726102594
2007-06-01,7.67,7.69,5.31,38.20702682983948,75.59723846120275,-85.29073506709213,20.57,12.93,12.42,12.77,4.92,7.08,-0.37,-1.62,0.82,0.81,0.81,7.65,6.61,10.638806906391274,17.433273159392648,11.20739028224964,17.149538802262576,12.841440554614092,5.5,39.32096864473671
2007-07-01,7.67,7.69,5.59,1.187004520222601,15.742537357405073,-92.56572211942506,20.77,13.15,12.45,12.77,4.9,6.8,-0.65,-1.83,0.85,0.89,0.83,6.66,6.17,11.530326117734546,17.710820982362385,10.087173445831787,15.644353152814183,1.882900815290789,5.5,15.418991474634147
2007-08-01,7.65,7.67,6.21,12.553999483212674,47.506307102560186,73.0365373745565,20.66,13.54,12.01,12.6,4.91,6.02,-1.22,-2.97,-0.61,0.34,-0.89,6.54,5.7,13.323398681210286,18.555332322632445,9.940144994865818,15.572299775933729,10.33430364445902,5.5,60.08026504330424
2007-09-01,7.69,7.71,7.33,-62.7350006015178,-12.741969659336938,-77.95843051952272,20.61,13.54,12.01,12.8,4.92,5.09,-2.25,-3.1,-0.5,0.32,-0.75,4.28,5.28,13.915755937135188,16.26273067258346,9.848933570176932,16.026941652078897,-11.572252316351506,5.75,-24.88451181630964
2007-10-01,7.71,7.73,7.72,-60.449034997348505,95.58547926702947,64.33466808458905,20.63,13.58,12.1,12.84,4.91,4.76,-2.61,-2.54,0.55,0.97,0.42,4.74,4.9,11.450198690937619,16.49692643038012,10.303716019127052,16.556033930860004,4.510388688883449,6,13.399988642554916
2007-11-01,7.63,7.65,9.13,11.932631588643128,-33.19122651995179,82.89132109858843,20.86,13.86,12.09,12.89,4.94,3.45,-3.84,-4.03,-0.97,-0.22,-1.19,5.9,4.66,3.412338521611602,8.13213737625098,10.522820404938571,15.717542404400042,8.445383083851254,6.25,73.81397223074062
2007-12-01,7.61,7.64,8.75,31.047423859632637,13.685918271719766,-195.7504481836233,20.28,13.41,12.06,12.89,4.91,3.81,-3.53,-4.04,-1.26,-0.01,-1.61,4.05,4.62,2.8223323602256656,15.527461220992045,9.70176750227747,12.850581868157285,15.113676033987478,6.5,76.32251641854157
2008-01-01,7.7,7.71,8.39,50.362303776010634,-34.26416544871991,-40.42138045038097,17.74,11.76,10.47,12.74,4.94,4.01,-3.18,-3.47,-0.25,0.74,-0.53,4.76,4.76,17.8977567561736,0.7078063118262534,7.097322269754791,5.615099923337397,8.707263836129098,6.5,-33.37071908371287
2008-02-01,7.71,7.73,8.76,53.75593747368392,25.20218920528969,-181.94220869716116,17.53,11.76,10.42,12.78,4.94,3.69,-3.51,-4.01,-0.18,1.17,-0.56,4,4.91,0.7934399946107007,12.747591478593279,9.841508561918744,9.308382042297403,13.248658820798997,6.5,23.805986176758775
2008-03-01,7.63,7.65,9.1,22.25404819905723,8.373443596926133,-6.717152815706529,17.87,12.22,10.42,13.09,4.97,3.66,-3.79,-5.37,-1.05,-0.09,-1.32,0.19,4.95,-0.31054402806791614,8.9027877208542,9.420206601911474,6.5603904335540975,6.0624621816435464,6.75,53.99051245281541
2008-04-01,7.53,7.55,10.37,49.245776043460324,79.64404298379159,-87.88289166350664,17.76,12.31,10.36,13.23,4.99,2.59,-4.87,-7.33,-3.05,-1.79,-3.41,8.02,4.83,-1.7945748539197837,4.082812852996476,8.741836628936817,5.214965558237772,30.81593330108472,6.75,77.13126425746717
2008-05-01,7.42,7.45,12.24,-27.734341565388476,-10.728791747518551,-99.4512760456237,18.2,12.77,10.39,13.33,5.05,0.97,-6.41,-9.74,-5.94,-4,-6.48,5.17,4.6,-1.1795853412348123,6.028710890572242,8.174933238394289,4.505059363182973,-4.195788731587946,6.75,18.14737020386854
2008-06-01,7.48,7.51,13.56,11.639544531579915,-35.032097002917425,74.74529301118618,18.36,12.4,10.86,13.4,5.13,-0.14,-7.42,-9.78,-6.15,-4.37,-6.65,4.1,4.31,0.7905436684980671,5.958720871116974,7.20131628162175,2.1579321561278064,17.550445524308156,6.75,63.78093110882137
2008-07-01,7.43,7.45,14.16,5.643267681343289,-0.46015559128984584,65.70799539717669,18.87,12.99,10.82,13.48,5.22,-0.59,-7.83,-10.37,-6.98,-5.24,-7.47,2.56,3.96,0.4573252866288513,1.622107878016088,6.738893951282066,2.226276112455672,25.248434431465228,7.25,13.536146137698868
2008-08-01,7.4,7.42,13.69,-13.418761031042248,-4.9239625687534705,65.76054337015779,18.49,12.7,10.74,13.57,5.28,-0.1,-7.39,-10.43,-7.25,-5.19,-7.83,3.22,3.58,1.803934932247131,2.1996442162290464,6.2153427551560725,0.8811892101999064,15.150212222800974,7.25,7.347462915012759
2008-09-01,7.45,7.47,12.75,-10.109611687136866,12.904386456450245,60.765090547076504,18.72,12.97,10.7,13.67,5.34,0.82,-6.57,-9.83,-8.14,-4.59,-9.12,3.73,3.15,3.0890854815881497,0.38276840488915553,5.253383601780115,-0.36401809659896145,18.766328198584414,7.25,29.326402177443978
2008-10-01,7.51,7.54,12.93,-24.805227768101325,-5.721899603486014,105.06250149472685,18.99,13.07,10.82,13.76,5.42,0.74,-6.65,-10.57,-11.93,-4.98,-13.82,4.74,2.6,4.8400550920078445,2.2249956266550797,4.5216117051293025,-1.2499121143678238,11.102746862141633,7.25,-1.805824797148592
2008-11-01,7.62,7.65,10.85,-26.994005827594858,24.672737273592247,103.44209294850755,19.12,13.15,10.85,13.79,5.45,2.66,-4.87,-8.93,-10.65,-2.72,-12.79,2.22,1.88,9.415496884987817,1.3732419126547768,5.139704913029597,0.4264500381752967,-4.104595090375529,7.25,-73.6363973489695
2008-12-01,7.69,7.72,9.4,-16.319053854324483,40.12278136326488,130.55711498474497,19.46,13.34,10.89,13.84,5.47,4.06,-3.59,-7.61,-8.76,-1.38,-10.77,1.75,1.05,13.570059975026005,2.8423587759260016,6.7324755902802735,3.9259597146509506,-4.633402102820039,7.25,-80.23257644324211
2009-01-01,7.85,7.88,7.88,-20.927736678248323,77.52753947245034,60.427724322952244,21.04,14.55,11.47,13.91,5.5,5.59,-2.21,-5.46,-7.75,-0.47,-9.87,-0.79,0.19,12.932896656297999,10.560489920155725,7.991737184410397,5.174681844025386,-0.8288975818954825,7,9.78040618524254
2009-02-01,7.93,7.96,6.5,-24.266308110237844,36.33358788907613,113.29744388590525,20.66,14.21,11.4,13.95,5.55,7,-0.89,-3.21,-7.4,0.74,-9.77,-1.63,-0.48,20.32756665487252,-0.468674221619203,7.167797110778018,5.9806851734167665,-6.396781889893699,6.5,-25.00586344494815
2009-03-01,8.06,8.09,5,-1.9363302934418236,37.87420379674109,30.404864709292177,21.67,14.33,12.24,13.83,5.6,8.41,0.57,0.29,-4.49,4.21,-7.01,2.01,-0.8,20.519933230409038,0.06547359465667313,7.12758092828345,5.664630291651562,1.1911348193347493,6.25,-63.30806030274605
2009-04-01,8.08,8.1,3.62,-28.33659625760445,33.24218837281925,41.44773008206775,21.53,14.17,12.26,13.85,5.64,9.87,1.95,2.78,-1.16,6.32,-3.34,-1.21,-0.8,21.82294727969971,2.6978127025532928,7.835636883983277,5.462322137162445,-13.487478845657197,5.75,-90.97006438131557
2009-05-01,8.09,8.11,2.29,-7.076824723316388,38.22124491168726,76.93285814048699,21.56,14.21,12.29,13.85,5.69,11.3,3.32,5.14,2.09,8.27,0.27,-1.07,-0.49,25.043018651582116,6.287052709205732,8.98210033777005,7.001067045082365,-7.492349309812152,5.75,-68.54757882214422
2009-06-01,8.12,8.14,0.62,-5.2806914071211075,24.990591899630267,-6.555862806880253,21.93,14.19,12.6,13.82,5.73,13.12,5.08,6.31,3.1,8.72,1.44,-0.56,-0.03,23.696847834133017,7.49196928072422,10.279606468009561,9.247854703187919,-16.95371768312537,5.25,-46.606986362479574
2009-07-01,8.17,8.19,-0.3,-18.3243915121146,34.39316177703971,6.380233768948296,22.1,14.4,12.53,13.89,5.68,14.24,6,7.89,4.5,10.05,2.85,2.29,0.47,24.808396623850548,5.125757946406573,10.702262029184872,9.284205486762076,-19.65644634037389,4.75,-25.719133972082986
2009-08-01,8.25,8.27,-0.73,-23.554082420671474,29.581881384484277,-45.517277848485314,21.59,13.92,12.5,13.95,5.66,14.79,6.44,10.68,8.07,12.04,6.86,0.58,0.95,22.478434235767608,8.679216184161298,10.174943010644455,9.14120459700456,-20.86505440116433,4.75,-57.32498191436015
2009-09-01,8.3,8.33,0.03,-10.130967435544802,15.317649562941504,60.18180075702588,21.73,14.02,12.54,13.98,5.66,13.94,5.63,9.98,8.77,10.89,8.08,1.29,1.39,21.966735659187187,9.190282392514604,10.472813969780148,8.846743214256136,-14.891527033037466,4.5,-47.94896711652426
2009-10-01,8.34,8.36,-0.65,15.561032101474304,29.013272037669722,-48.65115296068075,21.9,14.2,12.51,13.93,5.66,14.68,6.36,11.48,13.74,11.21,14.38,2.46,1.86,15.853831074093883,7.187041413112105,8.990825854187001,7.617813090712033,-0.8215914116789236,4.5,47.49555297119201
2009-11-01,8.29,8.32,-0.61,14.979574643388549,-25.611310716501066,13.48755079872026,22.11,14.37,12.65,13.68,5.65,14.38,6.3,11.49,14.04,10.36,15.01,0.39,2.32,16.89575660698459,10.599950281066484,9.081593698423873,8.14826979813148,3.770457040491859,4.5,18.966578862417283
2009-12-01,8.31,8.34,-0.28,51.14455865880796,-18.147266030834164,215.1839376655258,22.52,14.33,12.97,13.57,5.61,13.89,5.91,11.38,13.13,9.49,14.09,3.72,2.71,15.54826133294469,8.394046574217917,8.573601465623604,6.7205358707708385,17.369853264045965,4.5,76.09382732698799
2010-01-01,8.36,8.38,1.43,36.57634049808096,-26.455416054052705,49.30837418342327,21.95,13.75,12.67,13.52,5.62,11.92,4.13,7.76,10.12,7.03,11.02,2.06,3.06,4.498413993166217,6.93279289733848,9.679996097628951,8.664318939305815,13.115043911878033,4.5,8.883167496112154
2010-02-01,8.14,8.16,2.48,26.806477818532848,-13.66343084049273,18.93232597114367,22.18,14.12,12.62,13.5,5.62,10.75,3.06,2.23,5.77,2.7,6.66,2.53,3.33,10.748212059335671,11.59524382571906,8.347182124153996,6.195869816655986,3.2173919098727133,4.5,13.910944316763185
2010-03-01,8.01,8.04,3.93,17.641264053966754,-9.248085279416518,168.0181965440207,22.38,14.49,12.6,13.48,5.62,9.19,1.63,-2.21,1.75,-1.15,2.58,4.4,3.38,10.354024179393129,10.971450098389646,7.6703472007926266,5.74913370535608,28.240135403040867,4.5,18.184707646371567
2010-04-01,7.99,8.02,3.75,13.306984232016816,-8.661447283677104,60.65748815137035,22.56,14.55,12.74,13.42,5.58,9.32,1.76,-2.52,0.46,-0.7,0.74,2.15,3.23,10.327088459026612,12.92052179465113,8.078231155995752,7.722120745878414,11.06761113503083,4.5,69.49350550436569
2010-05-01,7.99,8.01,3.51,13.570050107763887,-39.51576137089097,140.65156383671228,22.64,14.72,12.71,13.36,5.53,9.52,1.95,-2.66,-1.53,-0.8,-1.85,3.02,2.9,8.922358195582447,9.116143979912827,7.469450857568383,6.427117351378797,21.352953205292646,4.5,52.87175449871029
2010-06-01,8,8.02,4.07,-4.464271766514116,-44.96662821243085,-4.377482905370034,22.9,14.65,13.06,13.36,5.5,8.93,1.38,-4.34,-3.22,-1.72,-3.77,4.26,2.5,9.092620013966268,2.104550959177054,6.70507108303422,5.582136494003187,18.48910138042026,4.5,-28.658507221519258
2010-07-01,7.99,8.02,4.12,13.402243118091484,-15.881871233917177,-19.994035260676668,23.07,15.16,13.07,13.29,5.44,8.81,1.27,-4.82,-3.3,-1.63,-3.9,1.07,2.21,3.9751806134704637,9.316820059691544,6.547865229931027,5.140186376891975,11.292614051845984,4.5,-8.718664752619532
2010-08-01,8,8.03,4.1,21.90451849219275,-24.588810312634735,11.628556785838784,23.09,15.11,13.02,13.27,5.42,8.81,1.27,-5.77,-4.37,-2.05,-5.17,1.68,2.12,1.7636189702965765,6.440716475351493,7.352365772475089,6.084158391400685,11.842231968007333,4.5,30.165710963086845
2010-09-01,8.07,8.08,3.76,58.709537512542866,-0.5585046631634505,-163.84127225321262,23.32,15.29,13.04,13.27,5.42,9.17,1.6,-5.3,-3.61,-1.21,-4.42,2.68,2.29,1.687278730246966,4.381726505447503,8.2891156841157,7.665641923342292,10.027395124090788,4.5,17.452618865465297
2010-10-01,8.04,8.07,4.51,-4.596452178659005,-17.846715067573715,-41.56341312800653,23.28,15.3,13.1,13.21,5.41,8.33,0.87,-6.57,-4.24,-1.88,-5.03,1.88,2.66,6.327607862952966,7.670776216856368,8.881097871659449,8.047807486141068,5.323253222863755,4.5,-46.223939430108096
