fecha,tipo_de_cambio_de_compra_promedio_del_mes,tipo_de_cambio_de_venta_promedio_del_mes,ipc_variacion_interanual,cafe_valor_exportado,banano_valor_exportado,azucar_valor_exportado,deuda_total_pib,deuda_interna_bruta_pib,deuda_externa_pib,tasa_de_interes_activa_nominal_en_mn,tasa_de_interes_pasiva_nominal_en_mn,tasa_de_interes_activa_real_en_mn,tasa_de_interes_pasiva_real_en_mn,itcer_con_usa_variacion_interanual,itcer_global_variacion_interanual,itcer_con_la_region_capard_variacion_interanual,itcer_con_el_resto_del_mundo_variacion_interanual,imae_variacion_interanual,imae_variacion_interanual_2,base_monetaria_amplia,base_monetaria_restringida,agregado_monetario_m2,agregado_monetario_m1,exportaciones_totales,tasa_de_politica_monetaria,hidrocarburos_valor_importado
2006-01-01,7.61,7.63,8.08,7.036649807656348,-0.3624505598960326,47.29311097130577,27.47,14.59,12.88,12.72,4.62,4.29,-3.2,-5.53,-5.59,-5.64,-5.57,4.68,3.41,14.193780459193484,18.890595565601842,15.750631500324808,17.344464003507376,8.350432975407163,4.25,79.99900712074376
2006-02-01,7.6,7.62,7.26,-3.5242151649140574,32.705345608899925,30.760506807518695,27.2,14.34,12.86,12.74,4.65,5.11,-2.44,-4.76,-4.77,-4.53,-4.83,3.44,3.63,6.853590538236887,17.900900505095407,17.19693013249497,16.321121059153576,0.04670714704246848,4.25,51.601951025172085
2006-03-01,7.61,7.63,7.28,-17.05025300204963,-77.97834872194915,76.09478015330905,27.36,14.37,12.99,12.76,4.65,5.11,-2.45,-3.58,-3.77,-3.18,-3.93,6.55,3.7,8.316333575768908,13.375965811903257,18.09729157532125,17.84896117551451,11.755620113119658,4.25,9.102817990733847
2006-04-01,7.58,7.6,7.48,-28.18770786910725,-31.76228743296141,-1.3757740641823002,27.09,14.11,12.98,12.74,4.69,4.89,-2.6,-3.8,-3.9,-3.44,-4.02,0.2,3.78,6.143522201670493,14.481693102227133,17.378199602607225,15.596970005763389,-20.95080209984408,4.5,40.56147415066178
2006-05-01,7.57,7.59,7.62,-42.23602155139554,-71.61729573371338,-674.7195213969695,27.5,14.48,13.02,12.7,4.7,4.72,-2.71,-3.3,-3.4,-3.49,-3.37,3.39,4.09,5.4299698314213884,15.174487369229439,17.224853688771802,15.03211900710415,-0.35076895554526644,4.5,55.779882650021406
2006-06-01,7.6,7.62,7.55,-26.53718314468163,-9.688422364400084,137.7519739041698,26.97,14,12.98,12.72,4.7,4.8,-2.65,-3.05,-3.37,-3.07,-3.45,5.33,4.8,8.100889278676426,14.308639945301493,18.645815581211345,16.899181975247224,11.734630925852585,4.75,-58.1341399216936
2006-07-01,7.57,7.59,7.04,2.0751971268900604,-17.766981624768306,48.63386366000104,27.51,14.53,12.98,12.7,4.69,5.29,-2.19,-2.78,-2.6,-2.39,-2.65,5.62,5.78,11.072145631560204,18.440363524048564,20.08614765309371,17.832953552441744,13.933084910717408,5,41.98150370994176
2006-08-01,7.57,7.59,7,27.82486669487856,11.59781063222285,75.54510638961001,26.94,14.39,12.56,12.69,4.7,5.32,-2.15,-3.04,-2.87,-2.78,-2.89,6.29,6.69,9.847984610549254,13.310208759671305,18.923367566273086,16.150220620855116,18.484876331412448,5,-16.86090341357316
2006-09-01,7.6,7.61,5.7,63.207814721112364,30.605529270840037,0.5335124358580856,27.36,14.89,12.47,12.7,4.72,6.62,-0.93,-3.63,-2.8,-2.26,-2.95,7.96,7.3,10.114894509332117,21.367732762684888,18.99653533364507,16.846996407458548,26.334133703389373,5,64.88005704602911
2006-10-01,7.6,7.62,3.85,88.8632595720142,-56.67332557042868,-70.9927005927458,26.55,14.1,12.45,12.91,4.81,8.72,0.92,-3.23,-1.96,-1.99,-1.95,10.14,7.55,12.011013986513142,18.233055166238188,19.427828956106197,17.127632276679527,35.27708825049123,5,27.856000235520373
2006-11-01,7.6,7.62,4.4,-21.674536690860037,47.012551357765545,-178.57759061250852,27.48,14.99,12.48,12.88,4.84,8.12,0.42,-2.35,-0.8,-0.6,-0.85,8.81,7.48,17.501674355732355,22.87376562482457,17.76429716970984,14.657553615843177,10.225092824816784,5,-47.922843719078934
2006-12-01,7.6,7.61,5.79,11.203610787161056,5.480823649499511,-5.057257363563217,27.52,14.88,12.64,12.9,4.84,6.72,-0.9,-3.17,-1.59,-1.33,-1.66,5,7.21,18.844295507912356,18.05912257642195,17.934345607922175,16.036822379841276,14.558223449205787,5,-44.36131681796142
